IES.PADRE,IES_NOMBRE,SECTOR_IES,CIUDAD,Programa.Académico,NIVEL_ACADÉMICO,Sexo,Año,Graduados
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,INGENIERIA MECATRONICA,PREGRADO,MUJER,2008,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN FINANZAS PUBLICAS,POSGRADO,MUJER,2011,4
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA COMERCIAL DE PROYECTOS DE TELECOMUNICACIONES,POSGRADO,MUJER,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN DERECHO ADMINISTRATIVO,POSGRADO,MUJER,2006,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN INTERVENTORIA DE LA CONSTRUCCION,POSGRADO,MUJER,2008,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,CONTADURIA PUBLICA,PREGRADO,HOMBRE,2014,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,TECNOLOGIA EN LABORATORIO DENTAL,PREGRADO,HOMBRE,2001,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REHABILITACION ORAL,POSGRADO,HOMBRE,2015,3
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,NEGOCIOS INTERNACIONALES,PREGRADO,HOMBRE,2014,3
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GESTION Y AUDITORIA MEDIO AMBIENTAL,POSGRADO,HOMBRE,2007,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,POSGRADO,MUJER,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,MAESTRIA EN ADMINISTRACION,POSGRADO,MUJER,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA TRIBUTARIA,POSGRADO,HOMBRE,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ENDODONCIA,POSGRADO,HOMBRE,2008,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,COMERCIO EXTERIOR,PREGRADO,HOMBRE,2015,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REVISORIA FISCAL,POSGRADO,HOMBRE,2004,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA EXTERNA,POSGRADO,HOMBRE,2015,3
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,OPTOMETRIA,PREGRADO,HOMBRE,2015,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,TECNOLOGIA EN LABORATORIO DENTAL,PREGRADO,HOMBRE,2015,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REHABILITACION ORAL,POSGRADO,HOMBRE,2009,4
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA COMERCIAL DE PROYECTOS DE TELECOMUNICACIONES,POSGRADO,HOMBRE,2008,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN DERECHO PROCESAL,POSGRADO,MUJER,2015,3
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,NEGOCIOS INTERNACIONALES,PREGRADO,MUJER,2015,3
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD SOCIAL,POSGRADO,HOMBRE,2015,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ORTODONCIA,POSGRADO,HOMBRE,2006,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ARQUITECTURA,PREGRADO,MUJER,2008,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,OPTOMETRIA,PREGRADO,HOMBRE,2014,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,QUIMICA AMBIENTAL,PREGRADO,HOMBRE,2014,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD SOCIAL,POSGRADO,HOMBRE,2012,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,CONTADURIA PUBLICA,PREGRADO,HOMBRE,2015,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,MAESTRIA EN ADMINISTRACION DE EMPRESAS,POSGRADO,HOMBRE,2013,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,TECNOLOGIA EN LABORATORIO DENTAL,PREGRADO,HOMBRE,2005,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ENDODONCIA,POSGRADO,MUJER,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ORTODONCIA,POSGRADO,HOMBRE,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,MAESTRIA EN EVALUACION EN EDUCACION,POSGRADO,HOMBRE,2001,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REHABILITACION ORAL,POSGRADO,MUJER,2011,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REHABILITACION ORAL,POSGRADO,MUJER,2013,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA EXTERNA,POSGRADO,HOMBRE,2013,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN PROYECTOS ARQUITECTONICOS,POSGRADO,MUJER,2004,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GESTION Y AUDITORIA MEDIO AMBIENTAL,POSGRADO,MUJER,2006,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN INTERVENTORIA DE LA CONSTRUCCION,POSGRADO,MUJER,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA TRIBUTARIA,POSGRADO,HOMBRE,2001,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA TRIBUTARIA,POSGRADO,MUJER,2007,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,CONTADURIA PUBLICA,PREGRADO,HOMBRE,2007,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,MAESTRIA EN ADMINISTRACION DE EMPRESAS,POSGRADO,HOMBRE,2008,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GESTION DE LA PLANEACION URBANA Y REGIONAL,POSGRADO,MUJER,2013,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD SOCIAL,POSGRADO,HOMBRE,2011,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA COMERCIAL DE PROYECTOS DE TELECOMUNICACIONES,POSGRADO,HOMBRE,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN CONTRATACION ESTATAL,POSGRADO,HOMBRE,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,PREGRADO,HOMBRE,2012,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,OPTOMETRIA,PREGRADO,HOMBRE,2006,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA EXTERNA,POSGRADO,HOMBRE,2012,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,MAESTRIA EN ADMINISTRACION DE EMPRESAS,POSGRADO,MUJER,2001,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ORTODONCIA,POSGRADO,HOMBRE,2008,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGMENTO ANTERIOR Y LENTES DE CONTACTO,POSGRADO,HOMBRE,2015,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE EXPORTACIONES,POSGRADO,MUJER,2011,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,POSGRADO,HOMBRE,2015,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA AGROINDUSTRIAL,POSGRADO,MUJER,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,OPTOMETRIA,PREGRADO,MUJER,2011,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE EXPORTACIONES,POSGRADO,MUJER,2008,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,POSGRADO,MUJER,2013,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,NEGOCIOS INTERNACIONALES,PREGRADO,HOMBRE,2012,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN INTERVENTORIA DE LA CONSTRUCCION,POSGRADO,MUJER,2005,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ORTODONCIA,POSGRADO,MUJER,2008,2
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ADMINISTRACION DEPORTIVA,POSGRADO,HOMBRE,2012,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD SOCIAL,POSGRADO,MUJER,2013,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE INSTITUCIONES DE SEGURIDAD SOCIAL EN SALUD,POSGRADO,HOMBRE,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,CONTADURIA PUBLICA,PREGRADO,HOMBRE,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GESTION DE LA PLANEACION URBANA Y REGIONAL,POSGRADO,HOMBRE,2015,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE EXPORTACIONES,POSGRADO,MUJER,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN DERECHO PROCESAL,POSGRADO,MUJER,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,MAESTRIA EN ADMINISTRACION DE EMPRESAS,POSGRADO,HOMBRE,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ARQUITECTURA,PREGRADO,MUJER,2011,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN DERECHO ADMINISTRATIVO,POSGRADO,HOMBRE,2009,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA COMERCIAL DE PROYECTOS DE TELECOMUNICACIONES,POSGRADO,MUJER,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN ADMINISTRACION DEPORTIVA,POSGRADO,HOMBRE,2012,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA AGROINDUSTRIAL,POSGRADO,MUJER,2015,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA TRIBUTARIA,POSGRADO,HOMBRE,2014,1
1704,UNIVERSIDAD SANTO TOMAS,PRIVADA,SANTANDER,ESPECIALIZACION EN GESTION Y AUDITORIA MEDIO AMBIENTAL,POSGRADO,HOMBRE,2006,1
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN CONTROL E INSTRUMENTACION INDUSTRIAL,POSGRADO,HOMBRE,2013,19
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2002,33
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN NEGOCIOS INTERNACIONALES,POSGRADO,HOMBRE,2003,13
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,COMUNICACION SOCIAL- PERIODISMO,PREGRADO,MUJER,2007,11
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2014,39
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2003,37
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2005,52
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2005,23
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2012,39
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA,POSGRADO,MUJER,2011,12
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN TELECOMUNICACIONES,POSGRADO,HOMBRE,2004,2
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE LA COMUNICACION ORGANIZACIONAL,POSGRADO,MUJER,2009,2
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,MUJER,2004,7
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN FAMILIA,POSGRADO,MUJER,2005,7
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA E INTERVENTORIA DE OBRAS CIVILES,POSGRADO,HOMBRE,2012,21
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,MUJER,2003,8
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,COMUNICACION SOCIAL- PERIODISMO,PREGRADO,MUJER,2013,26
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE LA COMUNICACION ORGANIZACIONAL,POSGRADO,MUJER,2015,10
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2004,22
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN VIAS TERRESTRES,POSGRADO,HOMBRE,2004,13
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,MUJER,2011,4
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2006,14
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ADMINISTRACION DE EMPRESAS,PREGRADO,MUJER,2012,18
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INFORMATICA,PREGRADO,HOMBRE,2012,6
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2011,15
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2013,21
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2008,48
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA,POSGRADO,HOMBRE,2004,12
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2013,29
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD INFORMATICA,POSGRADO,HOMBRE,2012,18
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD INFORMATICA,POSGRADO,HOMBRE,2011,17
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA  AMBIENTAL,PREGRADO,HOMBRE,2004,15
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,PREGRADO,HOMBRE,2013,3
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2002,14
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,MUJER,2008,9
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,HOMBRE,2001,24
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2014,55
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,COMUNICACION SOCIAL- PERIODISMO,PREGRADO,MUJER,2014,29
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA E INTERVENTORIA DE OBRAS CIVILES,POSGRADO,HOMBRE,2013,26
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,DERECHO,PREGRADO,MUJER,2015,26
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ADMINISTRACION DE EMPRESAS,PREGRADO,MUJER,2015,12
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN PSICOLOGIA CLINICA,POSGRADO,MUJER,2015,22
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,HOMBRE,2014,7
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INFORMATICA,PREGRADO,HOMBRE,2014,3
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,COMUNICACION SOCIAL- PERIODISMO,PREGRADO,HOMBRE,2008,6
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA E INTERVENTORIA DE OBRAS CIVILES,POSGRADO,HOMBRE,2014,19
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2012,17
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2013,25
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2012,48
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,MUJER,2013,10
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA CIVIL,PREGRADO,MUJER,2014,28
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2015,11
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2004,20
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INFORMATICA,PREGRADO,HOMBRE,2015,3
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2011,26
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2013,51
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2013,27
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2004,19
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2013,28
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2015,42
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DE LA COMUNICACION ORGANIZACIONAL,POSGRADO,MUJER,2014,13
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN PSICOLOGIA CLINICA,POSGRADO,MUJER,2013,10
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,HOMBRE,2008,38
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2011,41
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN VIAS TERRESTRES,POSGRADO,HOMBRE,2001,17
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA E INTERVENTORIA DE OBRAS CIVILES,POSGRADO,MUJER,2015,10
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA  AMBIENTAL,PREGRADO,HOMBRE,2015,11
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,HOMBRE,2007,19
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN PSICOLOGIA CLINICA,POSGRADO,MUJER,2011,6
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA  AMBIENTAL,PREGRADO,HOMBRE,2004,9
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN VIAS TERRESTRES,POSGRADO,HOMBRE,2014,20
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DEL AMBIENTE,POSGRADO,HOMBRE,2009,1
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD INFORMATICA,POSGRADO,MUJER,2010,3
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA INDUSTRIAL,PREGRADO,MUJER,2004,23
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN SEGURIDAD INFORMATICA,POSGRADO,HOMBRE,2008,8
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2012,31
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DEL AMBIENTE,POSGRADO,HOMBRE,2010,2
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA  AMBIENTAL,PREGRADO,MUJER,2015,13
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,MUJER,2015,29
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,DERECHO,PREGRADO,MUJER,2014,17
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN NEGOCIOS INTERNACIONALES,POSGRADO,MUJER,2005,4
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA,POSGRADO,HOMBRE,2015,6
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN GERENCIA DEL AMBIENTE,POSGRADO,MUJER,2015,5
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,PSICOLOGIA,PREGRADO,HOMBRE,2002,3
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ESPECIALIZACION EN SISTEMAS INTEGRADOS DE GESTION,POSGRADO,MUJER,2014,13
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,INGENIERIA ELECTRONICA,PREGRADO,MUJER,2005,8
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,COMUNICACION SOCIAL- PERIODISMO,PREGRADO,MUJER,2011,18
1710,UNIVERSIDAD PONTIFICIA BOLIVARIANA,PRIVADA,SANTANDER,ADMINISTRACION DE EMPRESAS,PREGRADO,MUJER,2008,16
